date,rank_ic,stress,long_short_return
2024-01-02,0.037805317159032736,False,0.0031372258
2024-01-03,-0.01587078741756468,False,-0.0004834826
2024-01-04,0.026476763903247404,False,-0.0013932586
2024-01-05,0.06573510988366409,False,0.0004241895
2024-01-08,0.0525103791788735,False,-0.00047096884
2024-01-09,0.013514789337061312,False,-8.1415754e-05
2024-01-10,-0.00034422045310628064,False,-0.0019013099
2024-01-11,0.034890932569994655,False,0.001213277
2024-01-12,0.03173620364829493,False,0.00083137036
2024-01-15,-0.03880095388023858,False,-0.003221491
2024-01-16,-0.05062755800089219,False,-0.0040125363
2024-01-17,-0.025573281249971207,False,-0.0022725002
2024-01-18,0.07459574600518622,False,0.0031055799
2024-01-19,0.0004312288382877385,False,-8.894503e-05
2024-01-22,0.07132172821316735,False,0.002029133
2024-01-23,0.022854222729161166,False,-0.0010793908
2024-01-24,0.03814988435312351,False,-3.7364662e-06
2024-01-25,0.1000895828808687,False,0.002000289
2024-01-26,0.023162665316793292,False,0.0003302861
2024-01-29,0.04575741387735336,False,-0.0003965497
2024-01-30,0.057073061939830354,False,0.0024407543
2024-01-31,0.0008229550859001868,False,0.0022685747
2024-02-01,0.003387965496623066,True,-0.0013405196
2024-02-02,0.03798236561524888,True,-1.6093254e-06
2024-02-05,0.03410386614025099,True,0.004028417
2024-02-06,0.07317772244824189,True,0.002109915
2024-02-07,0.04324837908977096,True,0.0060002096
2024-02-08,-0.059633188052713726,True,-0.0019041365
2024-02-19,-0.008060780167898109,False,-0.0011694441
2024-02-20,0.0018810766011153328,False,0.00042444374
2024-02-21,0.03980868859691647,False,0.0026224125
2024-02-22,0.0707906350334245,False,0.0041332794
2024-02-23,0.09698749139149433,False,0.0055802497
2024-02-26,0.05353440306767379,False,0.0053787064
2024-02-27,-0.009587493961406233,True,-0.0005596429
2024-02-28,0.03522922228609897,False,0.0004188046
2024-02-29,0.07507372618350806,False,0.0062546553
2024-03-01,-0.036463265160287646,False,-0.0031638434
2024-03-04,0.032822006016252854,False,0.0011783959
2024-03-05,0.08014965337423177,False,0.0038851476
2024-03-06,0.028546729977829265,False,0.0015704259
2024-03-07,0.05403123190676287,False,0.0034000413
2024-03-08,0.08090552232209428,False,0.004560964
2024-03-11,-0.025804860588615947,False,-0.0015613195
2024-03-12,0.01455866042762246,False,-0.00087555614
2024-03-13,0.10614844441979568,False,0.003340498
2024-03-14,0.04229932242744429,False,0.00080984365
2024-03-15,0.002496673061572572,False,0.0019107489
2024-03-18,0.079384080643297,False,0.004295141
2024-03-19,0.04684177071729621,False,0.0015706252
2024-03-20,0.02765864689721105,False,0.0014883918
2024-03-21,-0.037308182715063795,False,-0.0066084675
2024-03-22,0.021934536802060218,True,-9.06121e-05
2024-03-25,-0.020205594875801477,False,-0.00071570335
2024-03-26,0.012602797548007399,True,0.004141452
2024-03-27,0.018804596597917476,False,0.00070622005
2024-03-28,0.05991232456394371,False,0.0031879153
2024-03-29,0.09804315275370858,False,0.0047533456
2024-04-01,0.03597531501557367,True,0.0006553638
2024-04-02,-0.05983267321497293,False,-0.0050655985
2024-04-03,0.038219184698410784,False,0.0019736178
2024-04-08,0.0931095028071488,False,0.0035332656
2024-04-09,0.030101451936196802,False,-0.0020144954
2024-04-10,0.03258839700196449,False,0.0005527204
2024-04-11,0.06930545536865478,False,0.00011058804
2024-04-12,-0.005866293861241341,True,-0.0020181863
2024-04-15,-0.0508886634379596,True,-0.0057215467
2024-04-16,0.007425062204693777,True,-0.0003940463
2024-04-17,-0.013326062538860461,False,0.00032732816
2024-04-18,-0.038633275060766276,True,-0.0015650877
2024-04-19,0.03726808775518919,True,0.003533903
2024-04-22,0.01698201439153743,False,0.0038802784
2024-04-23,0.08554596193986531,True,0.007779306
2024-04-24,-0.012536592884558481,False,0.0011733165
2024-04-25,0.08052598073963119,True,0.0030746106
2024-04-26,0.025348552748577124,True,0.0033484101
2024-04-29,0.08023051923330053,False,0.0028591575
2024-04-30,0.0166863551677154,False,0.000913023
2024-05-06,0.007122937994299716,False,-0.0004871525
2024-05-07,-0.015017537836993037,False,-0.0050077885
2024-05-08,0.01494546660368539,False,0.0018781433
2024-05-09,0.015894600715992357,False,-0.0012470791
2024-05-10,-0.015559342880122947,True,-0.0029669032
2024-05-13,-0.005234677137549543,False,-0.001214759
2024-05-14,0.08733785211756176,False,0.0050801695
2024-05-15,0.027285713260639333,False,-0.0005757131
2024-05-16,0.04013386180787702,False,0.002619193
2024-05-17,0.011677126487860288,False,0.002267815
2024-05-20,0.06313946279565576,False,0.002620195
2024-05-21,0.07205019267396347,False,0.0032718063
2024-05-22,0.04021566597706618,False,0.00083704107
2024-05-23,0.0851241097751443,False,0.0054224655
2024-05-24,0.05558656420750915,False,0.0036194914
2024-05-27,-0.010672639661808795,False,-0.0025753332
2024-05-28,0.016383444993614545,False,-8.866424e-06
2024-05-29,0.02932777780175945,False,0.00029251544
2024-05-30,0.04501669524757626,False,0.0006576525
2024-05-31,-0.012842988433567772,False,0.00073504355
2024-06-03,-0.012883529050059557,False,-0.00040301448
2024-06-04,0.03624190688174133,False,0.00020019617
2024-06-05,0.017152843266886385,False,0.0012423974
2024-06-06,0.07698168869848804,False,0.0026283637
2024-06-07,-0.04199200472510579,True,-0.0023928303
2024-06-11,0.034454727555211936,False,0.00055258954
2024-06-12,0.0609041330760106,False,0.0025816043
2024-06-13,0.03703291034361153,False,0.0014009124
2024-06-14,0.04035428803651115,False,0.0020003687
2024-06-17,0.01570396843000233,False,-0.0013963133
2024-06-18,0.03846367354255981,False,0.0005684346
2024-06-19,0.037658674684488885,False,0.0042902334
2024-06-20,0.038250990236915465,False,0.00010666635
2024-06-21,-0.035991459083798166,False,-0.004077019
2024-06-24,0.0018360964273787797,False,-0.0017223377
2024-06-25,0.038706770431925906,False,0.0014467426
2024-06-26,-0.030927956715333715,False,-0.0031819083
2024-06-27,0.01759203654268436,False,0.0028727627
2024-06-28,0.06088994045563325,False,0.00093824975
2024-07-01,0.005581718833078574,False,-0.00278058
2024-07-02,0.019637303486491554,False,0.0003706729
2024-07-03,0.0075797548326447675,False,-0.0012436844
2024-07-04,0.018233303003038468,False,0.0010546334
2024-07-05,-0.0032362576110023834,False,-0.0011644773
2024-07-08,-0.014269434607450077,True,0.0013704561
