date,rank_ic,stress,long_short_return
2024-01-02,0.04874854511724986,False,0.0021516222
2024-01-03,0.011659911984734324,False,0.0015736171
2024-01-04,0.037788321334012547,False,-0.00037145987
2024-01-05,0.032459130850741785,False,0.0007888656
2024-01-08,0.01585346740636186,False,-0.0013775146
2024-01-09,-0.007314295420460429,False,-0.0003680368
2024-01-10,0.004439786673955261,False,-0.00016969442
2024-01-11,0.017274037023188245,False,0.0025957623
2024-01-12,0.04643196857877965,False,0.0018015408
2024-01-15,-0.033834272709569777,False,-0.0028556895
2024-01-16,-0.036840210830921906,False,-0.0034386031
2024-01-17,-0.007945087797182516,False,-0.0011574185
2024-01-18,0.057839790791036204,False,0.0028278083
2024-01-19,0.0031849525929771826,False,-0.0005504042
2024-01-22,0.055952675142099076,False,0.0030794125
2024-01-23,0.0017981320405691637,False,-0.0014050659
2024-01-24,0.0597615165427293,False,0.0013181269
2024-01-25,0.07796184539093604,False,0.00095562823
2024-01-26,0.028114710729378947,False,0.0009643398
2024-01-29,0.039918469726186866,False,0.00027134642
2024-01-30,0.03412261536012433,False,0.0012892894
2024-01-31,0.016954493595284975,False,0.0013056828
2024-02-01,-0.0018566263719486406,True,0.0009807982
2024-02-02,0.01961772134307839,True,0.0034421943
2024-02-05,0.0034092520126896724,True,0.003232047
2024-02-06,0.02973785719449729,True,0.0016507134
2024-02-07,0.042543023897720515,True,0.005340956
2024-02-08,-0.07171648197724245,True,-0.0019053626
2024-02-19,0.006441900026999576,False,-0.0009253328
2024-02-20,-0.028404075476398314,False,-0.0007552374
2024-02-21,0.02625763283382637,False,0.0021197312
2024-02-22,0.0514369374994436,False,0.0036052382
2024-02-23,0.07261147614434417,False,0.003459847
2024-02-26,0.03947489408023718,False,0.0065006223
2024-02-27,-0.007067239342861683,True,0.00037223846
2024-02-28,0.02708771190034327,False,-0.00036124885
2024-02-29,0.08148669787185187,False,0.005650359
2024-03-01,-0.007102687154545155,False,-0.0019969959
2024-03-04,0.017544953027743615,False,-0.0004792423
2024-03-05,0.06937122335551736,False,0.004130897
2024-03-06,0.020424347437800354,False,0.0005815672
2024-03-07,0.06808789980223741,False,0.0029052594
2024-03-08,0.0661766891897751,False,0.005278729
2024-03-11,-0.026730374933681394,False,-0.0021680635
2024-03-12,0.0029292808698292553,False,0.00051589217
2024-03-13,0.1067376419307484,False,0.0029840572
2024-03-14,0.029120298417380935,False,-9.7868964e-05
2024-03-15,0.014435930331218056,False,0.0014391905
2024-03-18,0.07927582058861192,False,0.004113751
2024-03-19,0.013726087810362188,False,-0.0010690307
