date,rank_ic,stress,long_short_return
2024-01-02,0.04129234842398203,False,0.0016706144
2024-01-03,-0.01495509357788992,False,-0.00019611139
2024-01-04,0.037715772811967155,False,8.6573884e-05
2024-01-05,0.045448909884393165,False,-0.00038706698
2024-01-08,0.020037262872425056,False,-9.541889e-05
2024-01-09,0.004307510777043426,False,-5.8183214e-05
2024-01-10,0.005227242565219006,False,-0.001587512
2024-01-11,0.01211130537892766,False,0.0007285578
2024-01-12,0.03392258227049502,False,0.0022792192
2024-01-15,-0.037439261918852884,False,-0.002906496
2024-01-16,-0.049633479703458494,False,-0.003939852
2024-01-17,0.020265085416837997,False,0.0025031194
2024-01-18,0.06587452771537722,False,0.0022117356
2024-01-19,0.029612529340175327,False,-0.00034915283
2024-01-22,0.049548739037221796,False,0.0008920785
2024-01-23,0.0002660036625228341,False,-0.0012014704
2024-01-24,0.03506668947550869,False,-0.00021542236
2024-01-25,0.10371498837870313,False,0.0030019563
2024-01-26,0.02764719621838559,False,0.00019483082
2024-01-29,0.047369994128515516,False,-2.1077693e-05
2024-01-30,0.0450141876688599,False,0.0012731664
2024-01-31,-0.0199974419815451,False,-0.0015249371
2024-02-01,0.015136388573081323,True,-0.0012321137
2024-02-02,0.05737905624725098,True,0.0030297264
2024-02-05,0.08913882891640305,True,0.0046131313
2024-02-06,0.06178085142716531,True,0.0029082634
2024-02-07,0.07097944795528395,True,0.006137617
2024-02-08,-0.05154503453770306,True,0.0012495117
2024-02-19,-0.012632681107634334,False,-0.0006429255
2024-02-20,-0.016612474634130323,False,-0.00053046923
2024-02-21,0.04085739284241393,False,0.0022217743
2024-02-22,0.05375958089344234,False,0.0041441787
2024-02-23,0.071950399303017,False,0.0034179976
2024-02-26,0.05810421793909646,False,0.005438488
2024-02-27,-0.011520521969822336,True,-0.0029959157
2024-02-28,0.010211440517783738,False,-0.0005292408
2024-02-29,0.06421251449448266,False,0.005166542
2024-03-01,-0.03300708572394371,False,-0.0028056027
2024-03-04,0.04069096154658551,False,0.00015155785
2024-03-05,0.054150438073486185,False,0.0024156468
2024-03-06,0.011551827714442074,False,-0.00053841155
2024-03-07,0.011117052714413109,False,0.0017877184
2024-03-08,0.07996664643016246,False,0.0045006443
2024-03-11,-0.017192995615995656,False,-0.00095532974
2024-03-12,-0.008837558146916316,False,-0.00067951577
2024-03-13,0.10187944211311166,False,0.0031855898
2024-03-14,0.04422838355384024,False,4.74127e-05
2024-03-15,0.007975402648355114,False,0.0010050833
2024-03-18,0.06145323833094268,False,0.0046102866
2024-03-19,-0.0015685733465292126,False,-0.00086638704
2024-03-20,0.029274681485089937,False,0.0015606515
2024-03-21,-0.05077528335326309,False,-0.0069921887
2024-03-22,0.03889016409751041,True,-0.00016494095
2024-03-25,-0.017737995433885725,False,-0.0013037974
2024-03-26,0.03195470835131157,True,0.0046346914
2024-03-27,0.02739120666103739,False,0.0028164238
2024-03-28,0.06593161079853606,False,0.0046639014
2024-03-29,0.085502543540578,False,0.005464431
2024-04-01,0.03155288004494176,True,0.0007823843
2024-04-02,-0.040413184765881995,False,-0.0056328475
2024-04-03,0.022204095550844915,False,0.00091212057
2024-04-08,0.07254635935644745,False,0.0021730745
2024-04-09,0.04999246007955045,False,-0.0009192601
2024-04-10,0.031842904266583955,False,0.0003845757
2024-04-11,0.08955121369667067,False,0.0026479983
2024-04-12,-0.003610422069120335,True,0.00021752436
2024-04-15,-0.020535419985370833,True,0.00095557794
2024-04-16,-0.0011921773173559423,True,-0.000102728605
2024-04-17,-0.02447530835942785,False,0.0005289301
2024-04-18,-0.039113448816157886,True,-0.002685091
2024-04-19,0.027987681299535907,True,0.0045653274
2024-04-22,0.02971942669497914,False,0.0025410296
2024-04-23,0.07208855070678609,True,0.005210827
2024-04-24,-0.01983112429048302,False,-0.0021911347
2024-04-25,0.08565403639074855,True,0.005051546
