strategy,date,closing_nav,daily_return,one_way_turnover
daily_decile,2025-01-02,1.0,0.0,0.0
daily_decile,2025-01-03,1.01116427136493,0.011164271364930034,0.9989012086704625
daily_decile,2025-01-06,1.0101218565776466,-0.0010309054787668304,1.5318637663331578
daily_decile,2025-01-07,0.9972051631934163,-0.012787262546711808,1.6222554098357078
daily_decile,2025-01-08,0.9866980453192512,-0.010536565856235192,1.510123272292194
daily_decile,2025-01-09,0.9674064304404969,-0.01955169058079198,1.4612090782015317
daily_decile,2025-01-10,0.9678684480422938,0.00047758376134265923,1.37615209001703
daily_decile,2025-01-13,0.9682128571596141,0.0003558429020151799,1.5181118427265206
daily_decile,2025-01-14,0.9583974900202101,-0.010137612888346359,1.5278834447931513
daily_decile,2025-01-15,0.955956050273817,-0.0025474187608125476,1.522954126059758
daily_decile,2025-01-16,0.9568647820422319,0.0009505999445837965,1.4659913967222304
daily_decile,2025-01-17,0.9552241843031123,-0.0017145554627040482,1.4792499319990302
daily_decile,2025-01-20,0.9608406272301866,0.00587971181987168,1.4892272369040052
daily_decile,2025-01-21,0.9487358140123657,-0.012598148823822486,1.4662715108501538
daily_decile,2025-01-22,0.9492590100689653,0.000551466539865153,1.4952608424863614
daily_decile,2025-01-23,0.955571761126785,0.00665018818979779,1.5136437903255906
daily_decile,2025-01-24,0.950505700333452,-0.005301601616354956,1.5629251192219176
daily_decile,2025-01-27,0.9633763220419496,0.01354081485674663,1.6721116864331877
daily_decile,2025-02-05,0.9472453385392294,-0.016744218363732744,1.607343539976613
daily_decile,2025-02-06,0.9241640700172274,-0.024366726953332085,1.566465576177307
daily_decile,2025-02-07,0.9253412756340432,0.001273805869550726,1.4966288954124123
daily_decile,2025-02-10,0.9203632461172915,-0.005379668720970843,1.485881935040067
daily_decile,2025-02-11,0.9184847729065946,-0.0020410128485915946,1.5848859327643445
daily_decile,2025-02-12,0.9069699181542452,-0.012536794394435113,1.5031660087775987
daily_decile,2025-02-13,0.9087399218668106,0.001951557242568125,1.442581777938235
daily_decile,2025-02-14,0.9045233939033496,-0.004639972187861052,1.4778628786851262
daily_decile,2025-02-17,0.906713847893047,0.0024216664869713966,1.5522512898978231
daily_decile,2025-02-18,0.9150254073376332,0.009166684135132552,1.466877861404633
daily_decile,2025-02-19,0.911563395153596,-0.003783514814206357,1.6226222509414878
daily_decile,2025-02-20,0.9108853333106827,-0.0007438449662615643,1.537205384743635
daily_decile,2025-02-21,0.890678151529146,-0.02218411148205901,1.5251935313985738
daily_decile,2025-02-24,0.8945156604258739,0.004308524791070356,1.4783887629831716
daily_decile,2025-02-25,0.8998010858180986,0.005908700793128885,1.455507851660318
daily_decile,2025-02-26,0.9045831764476713,0.005314608645115015,1.6478250913025219
daily_decile,2025-02-27,0.9086246625730562,0.0044677882925658885,1.5567905261446053
daily_decile,2025-02-28,0.918718065188998,0.011108440076190718,1.462965757644616
daily_decile,2025-03-03,0.9118880679352893,-0.007434269023874784,1.6632962683162122
daily_decile,2025-03-04,0.8991047001136013,-0.014018571216347087,1.6691409187459143
daily_decile,2025-03-05,0.8912013996406795,-0.008790189253735758,1.4794789063681948
daily_decile,2025-03-06,0.8844894314771318,-0.007531370761147627,1.415897987612434
daily_decile,2025-03-07,0.8862102654605543,0.0019455676033897085,1.4619566324302082
daily_decile,2025-03-10,0.8856148914249403,-0.0006718202878236434,1.5489879089368277
daily_decile,2025-03-11,0.8878850512973757,0.0025633713868369323,1.3916187584397495
daily_decile,2025-03-12,0.8828088526995213,-0.005717179932736904,1.5041194312064812
daily_decile,2025-03-13,0.8923438153471888,0.010800710276647862,1.4904311575041698
daily_decile,2025-03-14,0.895682211321547,0.0037411543812395642,1.6344562908168065
daily_decile,2025-03-17,0.8973653599795905,0.0018791806254141452,1.4999962847674075
daily_decile,2025-03-18,0.8977304558024507,0.0004068530379515156,1.5517469580950036
daily_decile,2025-03-19,0.9039962935394035,0.006979642604808323,1.5549290470794297
daily_decile,2025-03-20,0.9171942302439529,0.014599547364155363,1.5617142425353967
daily_decile,2025-03-21,0.9240491960227731,0.007473843110632039,1.5686688635408637
daily_decile,2025-03-24,0.916783424971307,-0.007862969940062636,1.5990279105533864
daily_decile,2025-03-25,0.9376845506717387,0.022798324152823568,1.462201390036429
daily_decile,2025-03-26,0.9342877480548509,-0.0036225430124176006,1.4866766149251185
daily_decile,2025-03-27,0.931360599655317,-0.0031330266351325964,1.496630998994606
daily_decile,2025-03-28,0.926791861951465,-0.004905444470748366,1.5692953226187487
daily_decile,2025-03-31,0.9201878172821922,-0.007125704206516481,1.5078408758710988
daily_decile,2025-04-01,0.9235706485964963,0.0036762400574867904,1.5399031464176238
daily_decile,2025-04-02,0.9235083929489599,-6.740756392698e-05,1.4131854233820447
daily_decile,2025-04-03,0.9363496870933457,0.013904902481049142,1.5789350023666662
daily_decile,2025-04-07,0.9379173600937682,0.0016742388255492902,1.4574703197844332
daily_decile,2025-04-08,0.9049144960577346,-0.035187390105173244,1.713865599265107
daily_decile,2025-04-09,0.8796240465899844,-0.027947888533036203,1.7127028274928804
daily_decile,2025-04-10,0.8788858228979383,-0.000839249102963957,1.5789867591722957
